issue_id,issue_desc,issue_impact,issue_help,issue_url,issue_name,issue_filter,issue_overall_impact,issue_note_overall_impact_hdv,issue_severity,issue_data_related,issue_data_related_rule,issue_pour_category,issue_wcag_level,issue_difficulty_to_fix,issue_missing_label_related,resource_category,violations,passes,total_checks
presentation-role-conflict,Elements marked as presentational should not have global ARIA or tabindex to ensure all screen readers ignore them,,Ensure elements marked as presentational are consistently ignored,https://dequeuniversity.com/rules/axe/4.9/presentation-role-conflict?application=playwright,Presentation Should Be Ignored,,minor,,not severe,X,-,,,Easy,X,government,63,2022,2085
presentation-role-conflict,Elements marked as presentational should not have global ARIA or tabindex to ensure all screen readers ignore them,,Ensure elements marked as presentational are consistently ignored,https://dequeuniversity.com/rules/axe/4.9/presentation-role-conflict?application=playwright,Presentation Should Be Ignored,,minor,,not severe,X,-,,,Easy,X,journal,451,19076,19527
region,Ensures all page content is contained by landmarks,moderate,All page content should be contained by landmarks,https://dequeuniversity.com/rules/axe/4.9/region?application=playwright,Landmark Has Bas Structure (not contained with landmark),,moderate,,severe,O,related to any data aspects,,,Difficult,X,data-portal,36746,1132836,1169582
region,Ensures all page content is contained by landmarks,moderate,All page content should be contained by landmarks,https://dequeuniversity.com/rules/axe/4.9/region?application=playwright,Landmark Has Bas Structure (not contained with landmark),,moderate,,severe,O,related to any data aspects,,,Difficult,X,government,4393,319597,323990
region,Ensures all page content is contained by landmarks,moderate,All page content should be contained by landmarks,https://dequeuniversity.com/rules/axe/4.9/region?application=playwright,Landmark Has Bas Structure (not contained with landmark),,moderate,,severe,O,related to any data aspects,,,Difficult,X,journal,77435,2242026,2319461
role-img-alt,"Ensures [role=img""] elements have alternate text""",,"[role=img""] elements must have an alternative text""",https://dequeuniversity.com/rules/axe/4.9/role-img-alt?application=playwright,Aria Image Has No Label,,critical,,severe,O,related to data representations,,A,Difficult,O,data-portal,55,141,196
role-img-alt,"Ensures [role=img""] elements have alternate text""",,"[role=img""] elements must have an alternative text""",https://dequeuniversity.com/rules/axe/4.9/role-img-alt?application=playwright,Aria Image Has No Label,,critical,,severe,O,related to data representations,,A,Difficult,O,government,55,214,269
role-img-alt,"Ensures [role=img""] elements have alternate text""",,"[role=img""] elements must have an alternative text""",https://dequeuniversity.com/rules/axe/4.9/role-img-alt?application=playwright,Aria Image Has No Label,,critical,,severe,O,related to data representations,,A,Difficult,O,journal,8,98,106
scope-attr-valid,Ensures the scope attribute is used correctly on tables,,scope attribute should be used correctly,https://dequeuniversity.com/rules/axe/4.9/scope-attr-valid?application=playwright,Table Has Bad Structure (scope),,critical,,severe,O,related to any data aspects,,A,Difficult,O,data-portal,35,416,451
scope-attr-valid,Ensures the scope attribute is used correctly on tables,,scope attribute should be used correctly,https://dequeuniversity.com/rules/axe/4.9/scope-attr-valid?application=playwright,Table Has Bad Structure (scope),,critical,,severe,O,related to any data aspects,,A,Difficult,O,government,7,53,60
scope-attr-valid,Ensures the scope attribute is used correctly on tables,,scope attribute should be used correctly,https://dequeuniversity.com/rules/axe/4.9/scope-attr-valid?application=playwright,Table Has Bad Structure (scope),,critical,,severe,O,related to any data aspects,,A,Difficult,O,journal,52,382,434
scrollable-region-focusable,Ensure elements that have scrollable content are accessible by keyboard,,Scrollable region must have keyboard access,https://dequeuniversity.com/rules/axe/4.9/scrollable-region-focusable?application=playwright,Scrollable Region Not Focusable,,moderate,,severe,O,related to data representations,,A,Moderate,X,data-portal,97,550,647
scrollable-region-focusable,Ensure elements that have scrollable content are accessible by keyboard,,Scrollable region must have keyboard access,https://dequeuniversity.com/rules/axe/4.9/scrollable-region-focusable?application=playwright,Scrollable Region Not Focusable,,moderate,,severe,O,related to data representations,,A,Moderate,X,government,3,228,231
scrollable-region-focusable,Ensure elements that have scrollable content are accessible by keyboard,,Scrollable region must have keyboard access,https://dequeuniversity.com/rules/axe/4.9/scrollable-region-focusable?application=playwright,Scrollable Region Not Focusable,,moderate,,severe,O,related to data representations,,A,Moderate,X,journal,40,1802,1842
select-name,Ensures select element has an accessible name,critical,Select element must have an accessible name,https://dequeuniversity.com/rules/axe/4.9/select-name?application=playwright,Select Has No Label,,critical,,severe,O,related to data filter/search,,A,Difficult,O,data-portal,955,169,1124
select-name,Ensures select element has an accessible name,critical,Select element must have an accessible name,https://dequeuniversity.com/rules/axe/4.9/select-name?application=playwright,Select Has No Label,,critical,,severe,O,related to data filter/search,,A,Difficult,O,government,51,86,137
select-name,Ensures select element has an accessible name,critical,Select element must have an accessible name,https://dequeuniversity.com/rules/axe/4.9/select-name?application=playwright,Select Has No Label,,critical,,severe,O,related to data filter/search,,A,Difficult,O,journal,330,452,782
skip-link,Ensure all skip links have a focusable target,moderate,The skip-link target should exist and be focusable,https://dequeuniversity.com/rules/axe/4.9/skip-link?application=playwright,Skip Link Not Focusable,,minor,,severe,X,-,,,Difficult,X,data-portal,11,143,154
skip-link,Ensure all skip links have a focusable target,moderate,The skip-link target should exist and be focusable,https://dequeuniversity.com/rules/axe/4.9/skip-link?application=playwright,Skip Link Not Focusable,,minor,,severe,X,-,,,Difficult,X,government,22,382,404
skip-link,Ensure all skip links have a focusable target,moderate,The skip-link target should exist and be focusable,https://dequeuniversity.com/rules/axe/4.9/skip-link?application=playwright,Skip Link Not Focusable,,minor,,severe,X,-,,,Difficult,X,journal,137,1774,1911
svg-img-alt,"Ensures <svg> elements with an img, graphics-document or graphics-symbol role have an accessible text",,<svg> elements with an img role must have an alternative text,https://dequeuniversity.com/rules/axe/4.9/svg-img-alt?application=playwright,SVG Image Has No Label,,critical,,severe,O,related to data filter/search,,A,Difficult,O,data-portal,152,313,465
svg-img-alt,"Ensures <svg> elements with an img, graphics-document or graphics-symbol role have an accessible text",,<svg> elements with an img role must have an alternative text,https://dequeuniversity.com/rules/axe/4.9/svg-img-alt?application=playwright,SVG Image Has No Label,,critical,,severe,O,related to data filter/search,,A,Difficult,O,government,7,931,938
svg-img-alt,"Ensures <svg> elements with an img, graphics-document or graphics-symbol role have an accessible text",,<svg> elements with an img role must have an alternative text,https://dequeuniversity.com/rules/axe/4.9/svg-img-alt?application=playwright,SVG Image Has No Label,,critical,,severe,O,related to data filter/search,,A,Difficult,O,journal,1,295,296
tabindex,Ensures tabindex attribute values are not greater than 0,,Elements should not have tabindex greater than zero,https://dequeuniversity.com/rules/axe/4.9/tabindex?application=playwright,Tabindex Not Valid,,moderate,,severe,O,related to any data aspects,,,Moderate,X,data-portal,181,6103,6284
tabindex,Ensures tabindex attribute values are not greater than 0,,Elements should not have tabindex greater than zero,https://dequeuniversity.com/rules/axe/4.9/tabindex?application=playwright,Tabindex Not Valid,,moderate,,severe,O,related to any data aspects,,,Moderate,X,government,92,5033,5125
tabindex,Ensures tabindex attribute values are not greater than 0,,Elements should not have tabindex greater than zero,https://dequeuniversity.com/rules/axe/4.9/tabindex?application=playwright,Tabindex Not Valid,,moderate,,severe,O,related to any data aspects,,,Moderate,X,journal,630,16020,16650
table-duplicate-name,Ensure the <caption> element does not contain the same text as the summary attribute,,tables should not have the same summary and caption,https://dequeuniversity.com/rules/axe/4.9/table-duplicate-name?application=playwright,Table Label Duplicated,,minor,,not severe,X,-,,,Easy,X,data-portal,0,4574,4574
table-duplicate-name,Ensure the <caption> element does not contain the same text as the summary attribute,,tables should not have the same summary and caption,https://dequeuniversity.com/rules/axe/4.9/table-duplicate-name?application=playwright,Table Label Duplicated,,minor,,not severe,X,-,,,Easy,X,government,1,399,400
table-duplicate-name,Ensure the <caption> element does not contain the same text as the summary attribute,,tables should not have the same summary and caption,https://dequeuniversity.com/rules/axe/4.9/table-duplicate-name?application=playwright,Table Label Duplicated,,minor,,not severe,X,-,,,Easy,X,journal,0,5506,5506
td-headers-attr,Ensure that each cell in a table that uses the headers attribute refers only to other cells in that table,,Table cells that use the headers attribute must only refer to cells in the same table,https://dequeuniversity.com/rules/axe/4.9/td-headers-attr?application=playwright,Table Has Bad Structure (td),,critical,,severe,O,related to any data aspects,,A,Difficult,X,data-portal,1,4519,4520
td-headers-attr,Ensure that each cell in a table that uses the headers attribute refers only to other cells in that table,,Table cells that use the headers attribute must only refer to cells in the same table,https://dequeuniversity.com/rules/axe/4.9/td-headers-attr?application=playwright,Table Has Bad Structure (td),,critical,,severe,O,related to any data aspects,,A,Difficult,X,government,0,268,268
td-headers-attr,Ensure that each cell in a table that uses the headers attribute refers only to other cells in that table,,Table cells that use the headers attribute must only refer to cells in the same table,https://dequeuniversity.com/rules/axe/4.9/td-headers-attr?application=playwright,Table Has Bad Structure (td),,critical,,severe,O,related to any data aspects,,A,Difficult,X,journal,1,5378,5379
th-has-data-cells,Ensure that <th> elements and elements with role=columnheader/rowheader have data cells they describe,,Table headers in a data table must refer to data cells,https://dequeuniversity.com/rules/axe/4.9/th-has-data-cells?application=playwright,Table Has No Data Cell,,critical,,severe,O,related to any data aspects,,A,Difficult,X,data-portal,0,1233,1233
th-has-data-cells,Ensure that <th> elements and elements with role=columnheader/rowheader have data cells they describe,,Table headers in a data table must refer to data cells,https://dequeuniversity.com/rules/axe/4.9/th-has-data-cells?application=playwright,Table Has No Data Cell,,critical,,severe,O,related to any data aspects,,A,Difficult,X,government,0,62,62
th-has-data-cells,Ensure that <th> elements and elements with role=columnheader/rowheader have data cells they describe,,Table headers in a data table must refer to data cells,https://dequeuniversity.com/rules/axe/4.9/th-has-data-cells?application=playwright,Table Has No Data Cell,,critical,,severe,O,related to any data aspects,,A,Difficult,X,journal,0,692,692
valid-lang,Ensures lang attributes have valid values,,lang attribute must have a valid value,https://dequeuniversity.com/rules/axe/4.9/valid-lang?application=playwright,Lang Wtih Error (invalid language),,moderate,,severe,O,related to any data aspects,,A,Moderate,X,data-portal,5,599,604
valid-lang,Ensures lang attributes have valid values,,lang attribute must have a valid value,https://dequeuniversity.com/rules/axe/4.9/valid-lang?application=playwright,Lang Wtih Error (invalid language),,moderate,,severe,O,related to any data aspects,,A,Moderate,X,government,0,414,414
valid-lang,Ensures lang attributes have valid values,,lang attribute must have a valid value,https://dequeuniversity.com/rules/axe/4.9/valid-lang?application=playwright,Lang Wtih Error (invalid language),,moderate,,severe,O,related to any data aspects,,A,Moderate,X,journal,52,4201,4253
video-caption,Ensures <video> elements have captions,,<video> elements must have captions,https://dequeuniversity.com/rules/axe/4.9/video-caption?application=playwright,,,,,,,,,,,,government,0,3,3
